ID,paid_late_fees,debt_to_income,credit_utilization_ratio,annual_income,average_age_of_credit,loan_to_income_ratio,employment_stability,credit_inquiries_trend,monthly_payment_burden,paid_principal,paid_interest,total_credit_limit,total_credit_utilized,balance
2637,0,20.5,0.781286323,48000,105.3157895,0.104166667,0.5,1,0.041885,348.63,146.98,41296,32264,4651.37
2638,0,18.58,0.123389729,110000,50.1,0.227272727,1,1,0.084634909,1880.16,437.11,308178,38026,23119.84
2641,0,14.07,0.168185918,90000,90.77272727,0.017777778,1,5,0.006828,116.82,35.13,156327,26292,1483.18
2646,0,21.42,0.126088973,100000,44.44444444,0.4,1,0,0.1067496,2499.01,1895.6,398885,50295,37500.99
2650,0,7.22,0.558514851,65000,133.8,0.079615385,1,1,0.034755692,331.12,223.05,20200,11282,4843.88
2653,0,25.36,0.939059614,75000,48.65853659,0.2,1,22,0.079704,2296.64,684.12,136412,128099,12703.36
2656,0,12.78,0.487920461,48000,285.7142857,0.083333333,1,0,0.032005,390.79,119.19,43048,21004,3609.21
2662,0,14.37,0.693803188,45000,48.85365854,0.066666667,1,2,0.028130667,3000,101.9,42538,29513,0
2664,0,27.93,0.305057302,100000,42.55319149,0.39425,1,1,0.1026288,1504.98,1036.87,261246,79695,37920.02
2666,0,6.7,0.028802339,40825,100.5,0.367421923,0.5,7,0.116813717,15000,1152.37,267513,7705,0
2667,0,9.55,0.642480211,70000,153.9230769,0.042857143,1,1,0.016695429,418.64,70.06,18950,12175,2581.36
2672,0,14.64,0.742077165,40000,223,0.125,0.5,2,0.050268,587.1,247.19,26411,19599,4412.9
2675,0,7.11,0.449647758,200000,76.30769231,0.11,0.5,1,0.0425496,2679.53,854.13,49114,22084,19320.47
2676,0,13.25,0.178097589,150000,80.08,0.112,0.5,1,0.0450328,1171.33,505.63,558733,99509,15628.67
2681,0,12.57,0.060623717,55000,198.5,0.42,0.5,0,0.113672727,559.44,482.56,272880,16543,22540.56
2682,0,26.54,0.261659258,93600,30.6,0.410790598,0.5,1,0.150121795,2944.21,555.67,175247,45855,35505.79
2686,0,18.89,0.190002893,110500,133.7333333,0.108597285,0.5,4,0.044280543,1390.39,639.3,359484,68303,10609.61
2688,0,15.5,0.449693444,300000,71.75,0.062333333,0,2,0.023426,1394.03,354.65,198006,89042,17305.97
2693,0,29.22,0.838868914,100000,48.90243902,0.2,1,2,0.083244,1345.83,718.56,117091,98224,18654.17
2694,0,27.12,0.584169541,70000,201.1,0.428571429,0.5,0,0.118549714,1068.12,961.23,88993,51987,28931.88
2698,0,4.21,0.067501481,170000,133.5333333,0.024705882,1,1,0.009487765,306.61,94.42,217773,14700,3893.39
2699,0,10.69,0.768131745,100000,182,0.3,1,0,0.0800628,1113.37,868.22,88960,68333,28886.63
2700,0,12.84,0.673083725,83000,83.41666667,0.120481928,0.5,1,0.030669398,657.7,397.43,124408,83737,9342.3
2701,0,16.25,0.64152937,90000,95.19047619,0.132222222,1,3,0.035278667,293.03,228.23,76659,49179,11606.97
2720,0,26.83,0.304920202,42000,74,0.071428571,0.5,2,0.02872,209.17,90.29,154201,47019,2790.83
2721,0,31.71,0.486867241,120000,53.59459459,0.225,1,1,0.094938,1791.15,1032.97,194209,94554,25208.85
2722,0,21.72,0.449413131,100000,77.07692308,0.15,1,2,0.0491532,581.31,1117.38,187776,84389,14418.69
2731,0,17.76,0.102480457,58000,95.52380952,0.275862069,0,4,0.1188,1038.78,668.29,201092,20608,14961.22
2733,0,16.33,0.342861353,64000,133.2,0.1328125,1,1,0.059548125,528.36,414.78,88231,30251,7971.64
2736,0,33.71,0.095094369,57000,62.53125,0.438596491,1,2,0.105065263,1044.79,432,468482,44550,23955.21
2738,0,15.35,0.157780465,120000,105.5789474,0.291666667,1,4,0.11729,3270.41,1372.11,327474,51669,31729.59
2740,0,13.95,0.816462723,250000,40,0.12,0.5,7,0.03964896,854.69,1586.95,169328,138250,29145.31
2741,0,4.98,0.042359429,175000,49.575,0.057142857,1,1,0.021085714,1014.48,208.05,471843,19987,8985.52
2744,0,2.86,0.201588785,52000,286.4285714,0.480769231,0.5,1,0.128275385,928.03,706.27,10700,2157,24071.97
2746,0,25.33,0.189061662,18000,80,0.472222222,0.5,1,0.189873333,592.65,255.83,46625,8815,7907.35
2749,0,9.79,0.628328877,152000,55.38888889,0.157894737,1,2,0.065728421,2725.31,1417.42,74800,46999,21274.69
2750,0,12.49,0.583154122,75000,142.9285714,0.266666667,1,2,0.0963792,678.03,1702.23,27900,16270,19321.97
2753,0,23.82,0.730731291,120000,79.44,0.166666667,1,1,0.062075,2521.96,573.62,157133,114822,17478.04
2754,0,15.2,0.178414119,204000,90.77272727,0.196078431,1,3,0.071655882,2036.77,386.04,591192,105477,37963.23
2756,0,22.77,0.239987112,70200,124.8125,0.085470085,0.5,0,0.037312821,126.03,79.95,223462,53628,5873.97
2758,0,28.15,0.497938376,130000,100.2,0.276923077,0.5,1,0.074965846,1761.67,1423.75,160068,79704,34238.33
2761,0,12.41,0.496557983,105000,40.81632653,0.114285714,1,2,0.043886857,875.98,269.76,58396,28997,11124.02
2762,0,5.81,0.310458682,70000,64.03225806,0.157142857,1,3,0.058520571,827.3,192.32,269250,83591,10172.7
2765,0,7.88,0.644815451,55000,95.47619048,0.087272727,0,6,0.037584,311.63,200.49,24438,15758,4488.37
2769,0,52.22,0.221598408,32500,91.22727273,0.369230769,1,3,0.147145846,1131.29,454.8,304578,67494,10868.71
2770,0,12.91,0.119316898,164200,154.3846154,0.09135201,1,5,0.028691108,456.83,688.57,509031,60736,14543.17
2772,0,24.54,0.629634671,93844,30.36363636,0.170495716,0.5,3,0.05354759,16000,574.14,315880,198889,0
2774,0,9.02,0.214124019,150000,71.5,0.16,0,4,0.040268,2818.22,871.39,191277,40957,21181.78
2777,0,11.27,0.636559471,200000,182.0909091,0.14175,1,1,0.057003,3328.8,1401.57,84487,53781,25021.2
2778,0,6.02,0.569494949,50000,182.3636364,0.04,0.5,0,0.0164232,136.53,67.2,9900,5638,1863.47
2781,0,3.99,0.018147636,72000,57.2,0.138888889,1,2,0.034946667,396.39,222.17,206914,3755,9603.61
2784,0,50.91,0.26999021,92000,71.46428571,0.210054348,1,0,0.058117826,1159.54,1053.72,639438,172642,18165.46
2798,0,26.69,0.402001823,42000,182,0.238095238,1,5,0.100477143,1120.37,615.73,53751,21608,8879.63
2799,0,28.04,0.186651918,33600,54.18918919,0.223214286,1,2,0.091653571,863.18,373.04,104869,19574,6636.82
2801,0,16.56,0.894734821,40000,154.6153846,0.3925,0.5,1,0.117285,964.7,1075.14,78117,69894,14735.3
2803,0,48.47,0.703648832,29760,90.77272727,0.826612903,0.5,1,0.401245968,1884.6,2059.82,70872,49869,22715.4
2806,0,30.62,0.632431506,53000,91.18181818,0.141509434,0.5,1,0.060620377,827.89,535.74,70006,44274,6672.11
2816,0,21.92,0.585065511,65000,105.1052632,0.092307692,0,1,0.035957538,286.68,99.39,81208,47512,5713.32
2817,0,22.25,0.084924218,55000,200.3,0.509090909,1,1,0.207552,1924.87,833.92,302976,25730,26075.13
2821,0,17.48,0.154804083,240000,40.89795918,0.125,1,5,0.050267,2803.2,1334.1,692921,107267,27196.8
2823,0,14.29,0.792034571,75000,79.84,0.130666667,1,5,0.0543952,884.72,466.97,42810,33907,8915.28
2824,0,10.78,0.499437285,55000,111.3333333,0.272727273,1,2,0.102510545,1495.68,367.08,35542,17751,13504.32
2826,0,6.13,0.349206349,55000,91.09090909,0.045454545,0.5,3,0.018115636,235.71,93.08,18900,6600,2264.29
2827,0,8.16,0.056678488,95543,83.54166667,0.376793695,1,2,0.137718096,3684.28,689.56,340923,19323,32315.72
2828,0,13.58,0.38601021,50000,117.8235294,0.48,0.5,2,0.1912872,2842.39,1126.77,50737,19585,21157.61
2830,0,10.87,0.48737519,55000,69.13793103,0.090909091,0.5,8,0.036224727,351.83,139.6,19129,9323,4648.17
2831,0,19.56,0.863330696,60000,154.3076923,0.16,1,2,0.073178,9600,474.29,45504,39285,0
2833,0,18.54,0.173835848,151000,33.94915254,0.132450331,1,7,0.039577748,871.14,1101.95,463535,80579,19128.86
2835,0,7.5,0.554893729,120000,83.33333333,0.241666667,1,0,0.094148,3508.72,1181.89,38110,21147,25491.28
2843,0,26.69,0.540452938,100000,111.1111111,0.28,1,1,0.1215744,2420.85,1603.54,95024,51356,25579.15
2844,0,13.19,0.638259109,90000,104.9473684,0.033333333,1,0,0.012801333,293.17,87.73,34580,22071,2706.83
2852,0,4.42,0.366402439,60000,167.3333333,0.3,1,5,0.116874,2177.84,723.17,16400,6009,15822.16
2854,0,21.87,0.27074591,67000,95.47619048,0.194029851,1,3,0.079105075,592.44,271.28,146318,39615,12407.56
2861,0,9.58,0.910190341,80000,79.76,0.3,1,1,0.1177065,1715.03,682.74,110801,100850,22284.97
2862,0,20.43,0.855569854,75000,91.45454545,0.2,1,14,0.0843888,995.07,573.88,103351,88424,14004.93
2863,0,13.61,0.126675802,130000,34.5,0.038461538,1,0,0.014192308,635.83,129.19,430540,54539,4364.17
2866,0,33.6,0.17598235,51000,62.65625,0.301960784,1,3,0.129352941,15400,710.21,329516,57989,0
2868,0,6.84,0.068848362,80000,118.4117647,0.125,1,0,0.0349575,351.49,339.84,193672,13334,9648.51
2874,0,17.05,0.227370177,105000,60.51515152,0.095238095,0.5,1,0.03684,1217.99,388.24,312983,71163,8782.01
2875,0,13.89,0.191420056,80000,117.5882353,0.1375,0.5,5,0.038043,525.01,481.17,252659,48364,10474.99
2879,0,17.7,0.093462333,80000,90.86363636,0.075625,1,0,0.029463,1976.47,202.13,540881,50552,4073.53
2880,0,16.5,0.668093569,60000,223.5555556,0.166666667,0.5,0,0.068424,682.55,312.54,59336,39642,9317.45
2881,0,31.27,0.759036295,130000,41.75,0.230769231,1,14,0.097385538,2670.93,1495.71,239534,181815,27329.07
2882,0,29.64,0.540490768,70000,55.02777778,0.057142857,0.5,3,0.023787429,454.22,232.89,103715,56057,3545.78
2883,0,17.67,0.64011725,72672,51.23076923,0.075682519,1,3,0.03303996,232.83,156.07,126908,81236,5267.17
2889,0,5.47,0.064077497,130000,133.2666667,0.076923077,1,0,0.029539385,729.99,219.56,235777,15108,9270.01
2897,0,33.83,0.799341006,39000,87.04347826,0.179487179,0.5,6,0.074716923,631.92,327.69,62823,50217,6368.08
2898,0,6.41,0.998539151,80000,77.26923077,0.1125,0.5,1,0.0441405,9000,218.61,41072,41012,0
2901,0,12.62,0.46558146,50000,182.9090909,0.19,0.5,2,0.0734856,688.63,224.7,36245,16875,8811.37
2913,0,34.4,0.272504681,35000,64.67741935,0.165714286,0.5,2,0.068043429,530.88,258.42,310802,84695,5269.12
2914,0,7.6,0.176396848,95000,182.0909091,0.368421053,0.5,3,0.142489263,2536.98,827.85,50256,8865,32463.02
2917,0,6.8,0.796053262,100000,100.1,0.07,1,10,0.0272712,674.64,230.36,104390,83100,6325.36
2918,0,37.01,0.218522498,108367,71.67857143,0.110734818,1,4,0.045467716,1098.34,534.67,372250,81345,10901.66
2921,0,34.53,0.086322656,48000,125.3125,0.0625,1,5,0.027505,322.29,224.64,136430,11777,2677.71
2932,0,1.99,0.035857487,97000,46.25581395,0.226804124,1,7,0.084473814,2774.18,630.99,270348,9694,19225.82
2935,0,20.34,0.133989525,79000,77.07692308,0.278481013,1,5,0.066724557,1541.37,637.01,461857,61884,20458.63
2936,0,45.75,0.802214188,35000,182,0.428571429,1,0,0.172344,1401.6,588.05,75784,60795,13598.4
2940,0,81.61,0.716982866,25000,36.66666667,0.64,1,1,0.1993536,661.88,982.48,195921,140472,15338.12
2942,0,8.31,0.067978169,42000,100.35,0.142857143,0.5,10,0.058251429,695.22,319.65,113051,7685,5304.78
2943,0,13.33,0.424874562,64000,132.4,0.15625,1,1,0.05872125,745.46,185.24,61983,26335,9254.54
2944,0,48.96,0.276654378,62339,55.58333333,0.320826449,0.5,1,0.129016507,1868.81,777.05,296471,82020,18131.19
2945,0,15.57,0.072090717,67000,43.58695652,0.201492537,1,8,0.075725373,1518.89,160.37,288456,20795,11981.11
2951,0,21.09,0.076844494,90000,154,0.352222222,0.5,2,0.091688,1210.09,852.9,512932,39416,30489.91
2953,0,22.15,0.457908144,70000,153.6923077,0.171428571,1,1,0.072344571,1344.47,754.9,67127,30738,10655.53
2954,0,26.03,0.11167106,104000,83.625,0.163461538,0,2,0.060881538,1709.08,425.78,399441,44606,15290.92
2960,0,45.37,0.619979789,21000,167.4166667,1.19047619,0.5,1,0.434262857,409.02,1073.72,34635,21473,24590.98
2961,0,8.32,0.265928196,85000,80.4,0.164705882,0,3,0.061908706,2572.17,452.66,88742,23599,11427.83
2974,0,19.71,0.744430885,63000,87.47826087,0.152380952,0.5,2,0.062567619,1104.12,530.77,48347,35991,8495.88
2977,0,8.76,0.074623587,71000,83.54166667,0.084507042,1,3,0.032452394,290.87,110.45,318666,23780,5709.13
2981,0,15.45,0.72303977,128000,54,0.125,0.5,2,0.034584375,763.65,778.39,84059,60778,15236.35
2982,0,13.47,0.715027401,63000,87.04347826,0.079365079,0.5,0,0.029281905,379.43,69.65,55472,39664,4620.57
2993,0,15.44,0.105559628,110000,74,0.181818182,1,2,0.07032,1449.72,473.06,366949,38735,18550.28
2994,0,9.89,0.381183099,75000,90.68181818,0.2,1,0,0.078472,1435.73,516.98,35500,13532,13564.27
2995,0,7.08,0.746490324,120000,125.1875,0.105,1,0,0.041198,1514.32,568.4,50432,37647,11085.68
2999,0,11.31,0.050476287,70500,62.21875,0.340425532,1,4,0.106917447,730.92,1101.71,334672,16893,23269.08
3001,0,16.51,0.290310836,45000,87.26086957,0.133333333,1,2,0.054368,6000,85.56,131838,38274,0
3004,0,1.09,0.023858625,90000,95.33333333,0.444444444,1,2,0.111828,1585.52,909.65,154200,3679,38414.48
3013,0,26.19,0.221940705,75000,94.57142857,0.266666667,0.5,1,0.0778528,1127.61,1269.69,280228,62194,18872.39
3015,0,2.66,0.019722646,65000,70.46428571,0.369230769,0.5,2,0.088469538,1681.52,690.03,328100,6471,22318.48
3017,0,29.13,0.217361227,70000,60.39393939,0.357142857,1,1,0.142326857,2356.82,947.49,221171,48074,22643.18
3019,0,17.97,0.711888732,83000,77,0.120481928,0.5,1,0.046604819,1217.99,382.73,76644,54562,8782.01
3025,0,12.09,0.833024501,60000,83.625,0.333333333,1,2,0.136848,1365.1,656.35,19428,16184,18634.9
3028,0,19.36,0.096539972,82000,74.18518519,0.085365854,0.5,2,0.03432439,488.07,210.68,454216,43850,6511.93
3030,0,21.04,0.56649336,53045,125.375,0.094259591,1,2,0.043111321,304.05,255.52,31928,18087,4695.95
3032,0,20.97,0.137782968,65000,99.5,0.246153846,0.5,1,0.102454154,1076.66,561.48,164418,22654,14923.34
3034,0,23.84,0.614597884,140000,94.85714286,0.285714286,1,5,0.107392286,3988.49,1005.44,389440,239349,36011.51
3041,0,14.08,0.507837781,290000,62.71875,0.051637931,1,0,0.019406483,741.76,182.98,349206,177340,14233.24
3042,0,20.39,0.563380991,45000,60.78787879,0.222222222,0.5,2,0.099104,1058.53,788.56,59592,33573,8941.47
3047,0,9.73,0.634113997,135000,38.44230769,0.296296296,1,6,0.08196,1424.15,1311.82,82195,52121,38575.85
3051,0,15.92,0.803628345,450000,68.82758621,0.044833333,1,4,0.018660533,20175,458.17,249425,200445,0
3059,0,28.03,0.348050412,120000,55.38888889,0.033333333,0.5,3,0.013284,473.74,185.13,304295,105910,3526.26
3061,0,36.31,0.367643211,51000,43.36956522,0.235294118,0.5,10,0.09232,1148.59,413.58,221666,81494,10851.41
3063,0,20.19,0.755692308,90000,182.8181818,0.111111111,0.5,0,0.043286667,1209.91,407.55,68250,51576,8790.09
3067,0,25.56,0.201242617,180000,99.75,0.083333333,1,0,0.032234667,1826.96,582.36,675349,135909,13173.04
3069,0,31.72,0.660659575,30000,77.15384615,0.073333333,0.5,3,0.031844,324.19,149.9,52549,34717,1875.81
3072,0,7.79,0.024509299,281000,83.08333333,0.106761566,1,3,0.039388612,1513.42,308.91,1340838,32863,28486.58
3074,0,23.47,0.451658433,66144,57.08571429,0.075592646,1,3,0.03103955,575.05,276.49,45344,20480,4424.95
3080,0,26.98,0.519025657,96000,73.55555556,0.083333333,1,2,0.03269625,961.51,336.64,104727,54356,7038.49
3085,0,24.53,0.262822015,100000,153.8461538,0.26,1,1,0.0727272,913.62,884.22,298666,78496,25086.38
3086,0,27.96,0.344040298,90000,50,0.044444444,1,2,0.016706667,398.89,98.77,277732,95551,3601.11
3088,0,7.52,0.112301757,100000,100.35,0.25,0.5,1,0.0691692,1500.02,1344.28,366281,41134,23499.98
3091,0,20.16,0.258580716,92000,50.1,0.380434783,1,1,0.12095087,1410.61,2259.66,251028,64911,33589.39
3093,0,3.75,0.745983056,55000,201.3,0.090909091,0.5,0,0.037069091,460.86,214.96,13692,10214,4539.14
3096,0,16.34,0.784616204,67800,24.7875,0.309734513,1,1,0.120665487,21000,623.38,75066,58898,0
3098,0,9.83,0.061809631,146000,40.51020408,0.273972603,0.5,2,0.065629315,1111.03,469.64,620049,38325,38888.97
3100,0,21.03,0.085235541,63645,55.44444444,0.09427292,1,6,0.041485741,644.24,443.22,260443,22199,5355.76
3102,0,11.6,0.95419828,90000,58.73529412,0.266666667,1,2,0.067865333,623.75,367.78,158029,150791,23376.25
3105,0,31.1,0.444329229,56450,39.1372549,0.531443756,0.5,10,0.186623915,1058.98,2410.72,208305,92556,28941.02
3106,0,38.21,0.211864822,44184,49.875,0.678978816,1,2,0.23838403,786.24,1805.55,326916,69262,29213.76
3107,0,38.39,0.976552859,70260,55.58333333,0.213492741,1,2,0.059069172,715.96,605.16,264979,258766,14284.04
3113,0,9.69,0.665079877,54000,153.8461538,0.185185185,0.5,0,0.071122222,1226.06,368.95,24788,16486,8773.94
3114,0,22.53,0.558219985,75000,100.15,0.192,0.5,10,0.0573728,627.24,793.41,93370,52121,13772.76
3133,0,6.51,0.600989669,120000,154.4615385,0.066666667,1,1,0.024092,1036.42,176.46,29909,17975,6963.58
3135,0,15.16,0.114042998,108000,40.83673469,0.324074074,1,4,0.077648889,1955.74,811.04,629894,71835,33044.26
3136,0,60.22,0.78610501,28000,100.3,0.571428571,0,2,0.224172857,1550.51,435.97,96524,75878,14449.49
3137,0,13.84,0.170562347,175000,83.58333333,0.137142857,0.5,4,0.053048914,2923.13,931.78,533283,90958,21076.87
3138,0,17.48,0.172523485,60000,111.3333333,0.05,1,3,0.020814,340.66,177.18,214394,36988,2659.34
3139,0,23.28,0.874416886,115000,45.5,0.173913043,1,4,0.063556174,20000,221.83,186713,163265,0
3140,0,19.15,0.268419796,72400,86.86956522,0.276243094,1,1,0.099828729,2591.04,376.13,255391,68552,17408.96
3148,0,3.18,0.030362176,40000,287.4285714,0.15,1,1,0.059778,710.62,267.7,137309,4169,5289.38
3149,0,10.98,0.100844237,77000,83.33333333,0.12987013,1,0,0.046926234,773.99,123.44,116318,11730,9226.01
3150,0,7.72,0.672467827,130000,95.47619048,0.153846154,1,13,0.052971692,725.4,1517,44991,30255,19274.6
3151,0,20.48,0.668413019,103000,87.17391304,0.194174757,0.5,2,0.074564272,1459.94,449.61,150027,100280,18540.06
3155,0,17.37,0.533564065,86845,83.66666667,0.230295354,1,2,0.075465484,10675.07,1385.7,81769,43629,9324.93
3157,0,20.1,0.342455688,109500,80.08,0.319634703,0.5,8,0.127361096,2462.68,1000.54,464098,158933,32537.32
3158,0,20.25,0.84472865,40000,153.7692308,0.25,0.5,1,0.096003,484.75,150.03,26663,22523,9515.25
3161,0,28.82,0.098571836,33024,90.72727273,0.054505814,1,2,0.020297965,135.37,30.74,252212,24861,1664.63
3166,0,8.94,0.021583974,42000,153.8461538,0.857142857,1,1,0.258234286,36000,938.59,429300,9266,0
3168,0,5.31,0.352742378,63000,95.33333333,0.079365079,1,1,0.031628571,471.37,189.5,14203,5010,4528.63
3172,0,5.25,0.306524138,70000,69.27586207,0.314285714,1,8,0.083856,541.74,407.3,72500,22223,21458.26
3174,0,6.02,0.421065292,62000,401.6,0.112903226,0.5,0,0.044988387,492.55,200.11,29100,12253,6507.45
3175,0,15.13,0.107348577,84000,133.3333333,0.297619048,1,2,0.107552857,3238.77,510.8,292179,31365,21761.23
3181,0,24.58,0.463402514,60000,76.96153846,0.266666667,1,5,0.108718,1099.92,518.78,68420,31706,14900.08
3184,0,4.32,0.069126536,120000,329.6666667,0.333333333,1,5,0.095244,40000,167.11,301100,20814,0
3185,0,7.83,0.509806285,125000,62.5,0.08,0.5,2,0.02924064,7943.3,152.95,58075,29607,2056.7
3187,0,10.08,0.123236565,60000,79.64,0.3,1,2,0.110698,2288.95,471.02,172887,21306,15711.05
3189,0,24.86,1.167763533,56000,43.47826087,0.428571429,1,1,0.144685714,664.11,1330.96,166687,194651,23335.89
3190,0,4.53,0.024612226,72000,181.8181818,0.208333333,1,0,0.059528333,513.9,545.08,332152,8175,14486.1
3191,0,1.94,0.269449541,50000,142.7142857,0.2,0.5,5,0.0779064,719.79,248.26,10900,2937,9280.21
3192,0,29.26,0.124785098,58000,73.92592593,0.017241379,1,2,0.006670345,121.82,38.83,165773,20686,878.18
3194,0,9.52,0.074349311,100000,58.97058824,0.16,1,1,0.0467112,902.07,1008.63,254999,18959,15097.93
3196,0,13.38,0.070598384,60000,74.22222222,0.166666667,0,1,0.067024,1174.21,494.38,154182,10885,8825.79
3209,0,13.59,0.161695581,205000,74.03703704,0.087804878,1,4,0.031726244,1861.67,295.67,446549,72205,16138.33
3210,0,10.92,0.177547205,92879,57.2,0.107666965,1,1,0.041647735,970.36,308.01,376069,66770,9029.64
3212,0,12.81,0.133449571,52000,154.3076923,0.134615385,0.5,1,0.051694615,511,153.7,218517,29161,6489
3214,0,21.8,0.157471952,100000,76.03846154,0.21,1,2,0.0600036,719.43,745.57,312589,49224,20280.57
3223,0,17.24,0.212667299,61880,60.72727273,0.161603103,1,3,0.062501616,481.25,152.33,142335,30270,9518.75
3225,0,36.28,0.778536642,60000,80.24,0.666666667,1,4,0.257876,3881.37,1254.08,171455,133484,36118.63
3227,0,18.46,0.874694695,65488,35.21052632,0.229049597,0.5,2,0.095335939,1009.39,526.38,109317,95619,13990.61
3233,0,12.03,0.433401927,82000,38.82352941,0.136585366,1,1,0.039867805,373.96,433.37,291570,126367,10826.04
3234,0,19.16,0.723672247,55000,80.16,0.127272727,1,1,0.049584,846.97,285.28,90190,65268,6153.03
3237,0,15.84,0.640491587,80000,62.71875,0.125,0.5,4,0.053547,652.18,409.27,99433,63686,9347.82
3238,0,8.54,0.502896502,85000,182.3636364,0.070588235,1,3,0.026291294,603.44,135.36,50233,25262,5396.56
3240,0,13.5,0.545154728,75000,46.6744186,0.133333333,1,4,0.0543664,921.67,429.94,115525,62979,9078.33
3241,0,10.49,0.054948964,115000,41.77083333,0.139130435,0.5,4,0.039762783,785.37,795.56,595953,32747,15214.63
3243,0,17.52,0.098039624,82000,86.95652174,0.243902439,0.5,3,0.091677073,1994.27,551.42,335803,32922,18005.73
3247,0,49.26,0.747010542,50000,64.58064516,0.4,0,4,0.1575168,442.61,1492.18,108799,81274,19557.39
3249,0,13.35,0.230995064,142000,90.81818182,0.246478873,0.5,4,0.096692958,3350.44,1183.97,298041,68846,31649.56
3253,0,19.31,0.265151751,60000,30.75384615,0.2,0.5,5,0.079704,1421.22,551.4,128500,34072,10578.78
3256,0,15.12,0.350720326,136000,87.04347826,0.147058824,0.5,1,0.055275882,1490.74,379.78,249401,87470,18509.26
3257,0,25.16,0.206077926,53000,46.34883721,0.241509434,0,3,0.062868679,324.27,215.57,212046,43698,12475.73
3261,0,23.92,0.598724423,75000,117.8235294,0.170666667,1,3,0.046192,626.57,465.46,274856,164563,12173.43
3269,0,17.43,0.745469494,74000,57.2,0.437837838,0.5,1,0.13751027,986.72,1487.31,148383,110615,31413.28
3273,0,7.44,0.047359685,60000,133.6,0.05,1,1,0.019342,365.42,116.47,124114,5878,2634.58
3284,0,5.6,0.489852455,180000,284,0.2,1,0,0.077362667,3493.22,1188.26,48731,23871,32506.78
3286,0,22.18,0.387651565,86000,58.41176471,0.372093023,0.5,7,0.094717674,1676.71,926.31,728319,282334,30323.29
3288,0,12.64,0.148746335,121000,52.60526316,0.289256198,1,14,0.11794314,3225.82,1504.8,334220,49714,31774.18
3290,0,17.4,0.154017833,65000,68.96551724,0.156923077,0.5,3,0.057904615,1297.1,263.53,364724,56174,8902.9
3295,0,22.52,0.145527763,50000,133.9333333,0.16,0.5,0,0.0643344,557.8,235.17,179787,26164,7442.2
3297,0,31.93,0.946434158,82000,37.77358491,0.304878049,1,0,0.145173659,2471.84,2419.23,182187,172428,22528.16
3300,0,7.47,0.1592631,206000,47.54761905,0.036407767,0.5,1,0.013157476,971.68,153.24,567024,90306,6528.32
3302,0,33.07,0.450948728,95000,62.3125,0.105263158,0.5,7,0.044415158,890.44,507.15,240269,108349,9109.56
3309,0,4.1,0.55212766,80000,250.875,0.15,1,2,0.06159,1098.34,534.67,18800,10380,10901.66
3311,0,24.79,0.701476283,27500,117.9411765,0.236363636,0.5,1,0.088843636,648.14,163.38,33056,23188,5851.86
3314,0,20.32,0.144541354,73000,66.73333333,0.062328767,1,2,0.023939178,444.56,135.57,276433,39956,4105.44
3315,0,6.34,0.42281407,35000,91.22727273,0.285714286,1,0,0.103237714,773.99,123.44,19900,8414,9226.01
3316,0,21.26,0.399344524,35000,154.6923077,0.077142857,0.5,2,0.033949714,290.07,202.18,62550,24979,2409.93
3317,0,20.59,0.241809769,81000,52.76315789,0.185185185,1,3,0.056976296,310.3,443.5,258906,62606,14689.7
3322,0,13.91,0.097585943,65000,55.69444444,0.076923077,1,9,0.032021538,567.77,291.12,350696,34223,4432.23
3324,0,13.71,0.162021568,50000,182,0.3,0,0,0.083004,900.03,817.9,197233,31956,14099.97
3328,0,6.77,1.212430805,144000,50.125,0.208333333,1,2,0.068835,564.63,1014.58,407182,493680,29435.37
3330,0,14.82,0.121148235,60000,100,0.333333333,0.5,1,0.090238,1229.88,1012.05,143246,17354,18770.12
3333,0,35.4,1.023774065,54000,57.34285714,0.240740741,1,1,0.106511111,819.88,603.99,128249,131298,12180.12
3336,0,20.95,0.864726691,124500,53.97297297,0.128514056,0.5,3,0.051673253,1115.57,481.55,118730,102669,14884.43
3337,0,12.76,0.153665076,240000,80.08,0.145833333,0.5,5,0.059463,4055.24,1838.21,605349,93021,30944.76
3339,0,6.7,0.140483179,350000,74.07407407,0.114285714,0.5,0,0.042956914,5002.22,1244.62,561448,78874,34997.78
3340,0,38.24,0.849514506,80000,40.95918367,0.1875,0.5,2,0.0588885,456.83,704.76,171166,145408,14543.17
3342,0,22.78,0.346903489,70000,74.22222222,0.285714286,0,4,0.109731429,1459.73,528.75,82706,28691,18540.27
3343,0,3.65,0.010329004,52000,125.375,0.076923077,0.5,7,0.034991538,415.23,338.15,246684,2548,3584.77
3349,0,10.77,0.051469632,45000,167.0833333,0.355555556,0.5,5,0.139485333,1143.53,415.99,161435,8309,14856.47
3350,0,26.71,0.333018095,240000,62.4375,0.023333333,1,7,0.0087695,277.4,70.9,861782,286989,5322.6
3352,0,30.06,0.605716361,65000,77.19230769,0.230769231,1,2,0.086739692,1875.83,460.09,134946,81739,13124.17
3354,0,19.08,0.269953351,120000,90.77272727,0.27,1,5,0.077148,735.38,753.44,282534,76271,31664.62
3356,0,27.31,0.629568242,70000,58.94117647,0.05,0.5,8,0.018447429,265.6,54.62,147212,92680,3234.4
3362,0,10.87,0.992559735,70000,77.11538462,0.214285714,1,0,0.079069714,2214.62,385.98,98518,97785,12785.38
3364,0,13.55,0.531359469,55000,166.8333333,0.181818182,1,1,0.050306182,477.31,437.42,32829,17444,9522.69
