ID,paid_late_fees,debt_to_income,credit_utilization_ratio,annual_income,average_age_of_credit,loan_to_income_ratio,employment_stability,credit_inquiries_trend,monthly_payment_burden,paid_principal,paid_interest,total_credit_limit,total_credit_utilized,target
2863,0,13.61,0.126675802,130000,34.5,0.038461538,1,0,0.014192308,635.83,129.19,430540,54539,1
2866,0,33.6,0.17598235,51000,62.65625,0.301960784,1,3,0.129352941,15400,710.21,329516,57989,1
2868,0,6.84,0.068848362,80000,118.4117647,0.125,1,0,0.0349575,351.49,339.84,193672,13334,0
2874,0,17.05,0.227370177,105000,60.51515152,0.095238095,0.5,1,0.03684,1217.99,388.24,312983,71163,1
2875,0,13.89,0.191420056,80000,117.5882353,0.1375,0.5,5,0.038043,525.01,481.17,252659,48364,1
2879,0,17.7,0.093462333,80000,90.86363636,0.075625,1,0,0.029463,1976.47,202.13,540881,50552,1
2880,0,16.5,0.668093569,60000,223.5555556,0.166666667,0.5,0,0.068424,682.55,312.54,59336,39642,0
2881,0,31.27,0.759036295,130000,41.75,0.230769231,1,14,0.097385538,2670.93,1495.71,239534,181815,0
2882,0,29.64,0.540490768,70000,55.02777778,0.057142857,0.5,3,0.023787429,454.22,232.89,103715,56057,0
2883,0,17.67,0.64011725,72672,51.23076923,0.075682519,1,3,0.03303996,232.83,156.07,126908,81236,0
2889,0,5.47,0.064077497,130000,133.2666667,0.076923077,1,0,0.029539385,729.99,219.56,235777,15108,1
2897,0,33.83,0.799341006,39000,87.04347826,0.179487179,0.5,6,0.074716923,631.92,327.69,62823,50217,0
2898,0,6.41,0.998539151,80000,77.26923077,0.1125,0.5,1,0.0441405,9000,218.61,41072,41012,0
2901,0,12.62,0.46558146,50000,182.9090909,0.19,0.5,2,0.0734856,688.63,224.7,36245,16875,1
2913,0,34.4,0.272504681,35000,64.67741935,0.165714286,0.5,2,0.068043429,530.88,258.42,310802,84695,1
2914,0,7.6,0.176396848,95000,182.0909091,0.368421053,0.5,3,0.142489263,2536.98,827.85,50256,8865,1
2917,0,6.8,0.796053262,100000,100.1,0.07,1,10,0.0272712,674.64,230.36,104390,83100,0
2918,0,37.01,0.218522498,108367,71.67857143,0.110734818,1,4,0.045467716,1098.34,534.67,372250,81345,1
2921,0,34.53,0.086322656,48000,125.3125,0.0625,1,5,0.027505,322.29,224.64,136430,11777,0
2932,0,1.99,0.035857487,97000,46.25581395,0.226804124,1,7,0.084473814,2774.18,630.99,270348,9694,0
2935,0,20.34,0.133989525,79000,77.07692308,0.278481013,1,5,0.066724557,1541.37,637.01,461857,61884,1
2936,0,45.75,0.802214188,35000,182,0.428571429,1,0,0.172344,1401.6,588.05,75784,60795,0
2940,0,81.61,0.716982866,25000,36.66666667,0.64,1,1,0.1993536,661.88,982.48,195921,140472,0
2942,0,8.31,0.067978169,42000,100.35,0.142857143,0.5,10,0.058251429,695.22,319.65,113051,7685,0
2943,0,13.33,0.424874562,64000,132.4,0.15625,1,1,0.05872125,745.46,185.24,61983,26335,1
2944,0,48.96,0.276654378,62339,55.58333333,0.320826449,0.5,1,0.129016507,1868.81,777.05,296471,82020,0
2945,0,15.57,0.072090717,67000,43.58695652,0.201492537,1,8,0.075725373,1518.89,160.37,288456,20795,0
2951,0,21.09,0.076844494,90000,154,0.352222222,0.5,2,0.091688,1210.09,852.9,512932,39416,1
2953,0,22.15,0.457908144,70000,153.6923077,0.171428571,1,1,0.072344571,1344.47,754.9,67127,30738,1
2954,0,26.03,0.11167106,104000,83.625,0.163461538,0,2,0.060881538,1709.08,425.78,399441,44606,0
2960,0,45.37,0.619979789,21000,167.4166667,1.19047619,0.5,1,0.434262857,409.02,1073.72,34635,21473,0
2961,0,8.32,0.265928196,85000,80.4,0.164705882,0,3,0.061908706,2572.17,452.66,88742,23599,0
2974,0,19.71,0.744430885,63000,87.47826087,0.152380952,0.5,2,0.062567619,1104.12,530.77,48347,35991,0
2977,0,8.76,0.074623587,71000,83.54166667,0.084507042,1,3,0.032452394,290.87,110.45,318666,23780,0
2981,0,15.45,0.72303977,128000,54,0.125,0.5,2,0.034584375,763.65,778.39,84059,60778,0
2982,0,13.47,0.715027401,63000,87.04347826,0.079365079,0.5,0,0.029281905,379.43,69.65,55472,39664,0
2993,0,15.44,0.105559628,110000,74,0.181818182,1,2,0.07032,1449.72,473.06,366949,38735,1
2994,0,9.89,0.381183099,75000,90.68181818,0.2,1,0,0.078472,1435.73,516.98,35500,13532,1
2995,0,7.08,0.746490324,120000,125.1875,0.105,1,0,0.041198,1514.32,568.4,50432,37647,0
2999,0,11.31,0.050476287,70500,62.21875,0.340425532,1,4,0.106917447,730.92,1101.71,334672,16893,1
3001,0,16.51,0.290310836,45000,87.26086957,0.133333333,1,2,0.054368,6000,85.56,131838,38274,1
3004,0,1.09,0.023858625,90000,95.33333333,0.444444444,1,2,0.111828,1585.52,909.65,154200,3679,1
3013,0,26.19,0.221940705,75000,94.57142857,0.266666667,0.5,1,0.0778528,1127.61,1269.69,280228,62194,1
3015,0,2.66,0.019722646,65000,70.46428571,0.369230769,0.5,2,0.088469538,1681.52,690.03,328100,6471,1
3017,0,29.13,0.217361227,70000,60.39393939,0.357142857,1,1,0.142326857,2356.82,947.49,221171,48074,1
3019,0,17.97,0.711888732,83000,77,0.120481928,0.5,1,0.046604819,1217.99,382.73,76644,54562,0
3025,0,12.09,0.833024501,60000,83.625,0.333333333,1,2,0.136848,1365.1,656.35,19428,16184,0
3028,0,19.36,0.096539972,82000,74.18518519,0.085365854,0.5,2,0.03432439,488.07,210.68,454216,43850,0
3030,0,21.04,0.56649336,53045,125.375,0.094259591,1,2,0.043111321,304.05,255.52,31928,18087,0
3032,0,20.97,0.137782968,65000,99.5,0.246153846,0.5,1,0.102454154,1076.66,561.48,164418,22654,1
3034,0,23.84,0.614597884,140000,94.85714286,0.285714286,1,5,0.107392286,3988.49,1005.44,389440,239349,0
3041,0,14.08,0.507837781,290000,62.71875,0.051637931,1,0,0.019406483,741.76,182.98,349206,177340,1
3042,0,20.39,0.563380991,45000,60.78787879,0.222222222,0.5,2,0.099104,1058.53,788.56,59592,33573,1
3047,0,9.73,0.634113997,135000,38.44230769,0.296296296,1,6,0.08196,1424.15,1311.82,82195,52121,0
3051,0,15.92,0.803628345,450000,68.82758621,0.044833333,1,4,0.018660533,20175,458.17,249425,200445,0
3059,0,28.03,0.348050412,120000,55.38888889,0.033333333,0.5,3,0.013284,473.74,185.13,304295,105910,0
3061,0,36.31,0.367643211,51000,43.36956522,0.235294118,0.5,10,0.09232,1148.59,413.58,221666,81494,0
3063,0,20.19,0.755692308,90000,182.8181818,0.111111111,0.5,0,0.043286667,1209.91,407.55,68250,51576,0
3067,0,25.56,0.201242617,180000,99.75,0.083333333,1,0,0.032234667,1826.96,582.36,675349,135909,1
3069,0,31.72,0.660659575,30000,77.15384615,0.073333333,0.5,3,0.031844,324.19,149.9,52549,34717,0
3072,0,7.79,0.024509299,281000,83.08333333,0.106761566,1,3,0.039388612,1513.42,308.91,1340838,32863,1
3074,0,23.47,0.451658433,66144,57.08571429,0.075592646,1,3,0.03103955,575.05,276.49,45344,20480,1
3080,0,26.98,0.519025657,96000,73.55555556,0.083333333,1,2,0.03269625,961.51,336.64,104727,54356,1
3085,0,24.53,0.262822015,100000,153.8461538,0.26,1,1,0.0727272,913.62,884.22,298666,78496,1
3086,0,27.96,0.344040298,90000,50,0.044444444,1,2,0.016706667,398.89,98.77,277732,95551,0
3088,0,7.52,0.112301757,100000,100.35,0.25,0.5,1,0.0691692,1500.02,1344.28,366281,41134,1
3091,0,20.16,0.258580716,92000,50.1,0.380434783,1,1,0.12095087,1410.61,2259.66,251028,64911,1
3093,0,3.75,0.745983056,55000,201.3,0.090909091,0.5,0,0.037069091,460.86,214.96,13692,10214,0
3096,0,16.34,0.784616204,67800,24.7875,0.309734513,1,1,0.120665487,21000,623.38,75066,58898,0
3098,0,9.83,0.061809631,146000,40.51020408,0.273972603,0.5,2,0.065629315,1111.03,469.64,620049,38325,1
3100,0,21.03,0.085235541,63645,55.44444444,0.09427292,1,6,0.041485741,644.24,443.22,260443,22199,1
3102,0,11.6,0.95419828,90000,58.73529412,0.266666667,1,2,0.067865333,623.75,367.78,158029,150791,0
3105,0,31.1,0.444329229,56450,39.1372549,0.531443756,0.5,10,0.186623915,1058.98,2410.72,208305,92556,0
3106,0,38.21,0.211864822,44184,49.875,0.678978816,1,2,0.23838403,786.24,1805.55,326916,69262,0
3107,0,38.39,0.976552859,70260,55.58333333,0.213492741,1,2,0.059069172,715.96,605.16,264979,258766,0
3113,0,9.69,0.665079877,54000,153.8461538,0.185185185,0.5,0,0.071122222,1226.06,368.95,24788,16486,0
3114,0,22.53,0.558219985,75000,100.15,0.192,0.5,10,0.0573728,627.24,793.41,93370,52121,0
3133,0,6.51,0.600989669,120000,154.4615385,0.066666667,1,1,0.024092,1036.42,176.46,29909,17975,0
3135,0,15.16,0.114042998,108000,40.83673469,0.324074074,1,4,0.077648889,1955.74,811.04,629894,71835,1
3136,0,60.22,0.78610501,28000,100.3,0.571428571,0,2,0.224172857,1550.51,435.97,96524,75878,0
3137,0,13.84,0.170562347,175000,83.58333333,0.137142857,0.5,4,0.053048914,2923.13,931.78,533283,90958,1
3138,0,17.48,0.172523485,60000,111.3333333,0.05,1,3,0.020814,340.66,177.18,214394,36988,0
3139,0,23.28,0.874416886,115000,45.5,0.173913043,1,4,0.063556174,20000,221.83,186713,163265,0
3140,0,19.15,0.268419796,72400,86.86956522,0.276243094,1,1,0.099828729,2591.04,376.13,255391,68552,1
3148,0,3.18,0.030362176,40000,287.4285714,0.15,1,1,0.059778,710.62,267.7,137309,4169,1
3149,0,10.98,0.100844237,77000,83.33333333,0.12987013,1,0,0.046926234,773.99,123.44,116318,11730,1
3150,0,7.72,0.672467827,130000,95.47619048,0.153846154,1,13,0.052971692,725.4,1517,44991,30255,0
3151,0,20.48,0.668413019,103000,87.17391304,0.194174757,0.5,2,0.074564272,1459.94,449.61,150027,100280,0
3155,0,17.37,0.533564065,86845,83.66666667,0.230295354,1,2,0.075465484,10675.07,1385.7,81769,43629,1
3157,0,20.1,0.342455688,109500,80.08,0.319634703,0.5,8,0.127361096,2462.68,1000.54,464098,158933,0
3158,0,20.25,0.84472865,40000,153.7692308,0.25,0.5,1,0.096003,484.75,150.03,26663,22523,0
3161,0,28.82,0.098571836,33024,90.72727273,0.054505814,1,2,0.020297965,135.37,30.74,252212,24861,0
3166,0,8.94,0.021583974,42000,153.8461538,0.857142857,1,1,0.258234286,36000,938.59,429300,9266,0
3168,0,5.31,0.352742378,63000,95.33333333,0.079365079,1,1,0.031628571,471.37,189.5,14203,5010,0
3172,0,5.25,0.306524138,70000,69.27586207,0.314285714,1,8,0.083856,541.74,407.3,72500,22223,0
3174,0,6.02,0.421065292,62000,401.6,0.112903226,0.5,0,0.044988387,492.55,200.11,29100,12253,0
3175,0,15.13,0.107348577,84000,133.3333333,0.297619048,1,2,0.107552857,3238.77,510.8,292179,31365,1
3181,0,24.58,0.463402514,60000,76.96153846,0.266666667,1,5,0.108718,1099.92,518.78,68420,31706,1
3184,0,4.32,0.069126536,120000,329.6666667,0.333333333,1,5,0.095244,40000,167.11,301100,20814,1
3185,0,7.83,0.509806285,125000,62.5,0.08,0.5,2,0.02924064,7943.3,152.95,58075,29607,1
3187,0,10.08,0.123236565,60000,79.64,0.3,1,2,0.110698,2288.95,471.02,172887,21306,1
3189,0,24.86,1.167763533,56000,43.47826087,0.428571429,1,1,0.144685714,664.11,1330.96,166687,194651,0
3190,0,4.53,0.024612226,72000,181.8181818,0.208333333,1,0,0.059528333,513.9,545.08,332152,8175,1
3191,0,1.94,0.269449541,50000,142.7142857,0.2,0.5,5,0.0779064,719.79,248.26,10900,2937,1
3192,0,29.26,0.124785098,58000,73.92592593,0.017241379,1,2,0.006670345,121.82,38.83,165773,20686,0
3194,0,9.52,0.074349311,100000,58.97058824,0.16,1,1,0.0467112,902.07,1008.63,254999,18959,1
3196,0,13.38,0.070598384,60000,74.22222222,0.166666667,0,1,0.067024,1174.21,494.38,154182,10885,0
3209,0,13.59,0.161695581,205000,74.03703704,0.087804878,1,4,0.031726244,1861.67,295.67,446549,72205,1
3210,0,10.92,0.177547205,92879,57.2,0.107666965,1,1,0.041647735,970.36,308.01,376069,66770,1
3212,0,12.81,0.133449571,52000,154.3076923,0.134615385,0.5,1,0.051694615,511,153.7,218517,29161,1
3214,0,21.8,0.157471952,100000,76.03846154,0.21,1,2,0.0600036,719.43,745.57,312589,49224,1
3223,0,17.24,0.212667299,61880,60.72727273,0.161603103,1,3,0.062501616,481.25,152.33,142335,30270,0
3225,0,36.28,0.778536642,60000,80.24,0.666666667,1,4,0.257876,3881.37,1254.08,171455,133484,0
3227,0,18.46,0.874694695,65488,35.21052632,0.229049597,0.5,2,0.095335939,1009.39,526.38,109317,95619,0
3233,0,12.03,0.433401927,82000,38.82352941,0.136585366,1,1,0.039867805,373.96,433.37,291570,126367,0
3234,0,19.16,0.723672247,55000,80.16,0.127272727,1,1,0.049584,846.97,285.28,90190,65268,0
3237,0,15.84,0.640491587,80000,62.71875,0.125,0.5,4,0.053547,652.18,409.27,99433,63686,0
3238,0,8.54,0.502896502,85000,182.3636364,0.070588235,1,3,0.026291294,603.44,135.36,50233,25262,1
3240,0,13.5,0.545154728,75000,46.6744186,0.133333333,1,4,0.0543664,921.67,429.94,115525,62979,1
3241,0,10.49,0.054948964,115000,41.77083333,0.139130435,0.5,4,0.039762783,785.37,795.56,595953,32747,1
3243,0,17.52,0.098039624,82000,86.95652174,0.243902439,0.5,3,0.091677073,1994.27,551.42,335803,32922,1
3247,0,49.26,0.747010542,50000,64.58064516,0.4,0,4,0.1575168,442.61,1492.18,108799,81274,0
3249,0,13.35,0.230995064,142000,90.81818182,0.246478873,0.5,4,0.096692958,3350.44,1183.97,298041,68846,1
3253,0,19.31,0.265151751,60000,30.75384615,0.2,0.5,5,0.079704,1421.22,551.4,128500,34072,1
3256,0,15.12,0.350720326,136000,87.04347826,0.147058824,0.5,1,0.055275882,1490.74,379.78,249401,87470,1
3257,0,25.16,0.206077926,53000,46.34883721,0.241509434,0,3,0.062868679,324.27,215.57,212046,43698,0
3261,0,23.92,0.598724423,75000,117.8235294,0.170666667,1,3,0.046192,626.57,465.46,274856,164563,1
3269,0,17.43,0.745469494,74000,57.2,0.437837838,0.5,1,0.13751027,986.72,1487.31,148383,110615,0
3273,0,7.44,0.047359685,60000,133.6,0.05,1,1,0.019342,365.42,116.47,124114,5878,0
3284,0,5.6,0.489852455,180000,284,0.2,1,0,0.077362667,3493.22,1188.26,48731,23871,1
3286,0,22.18,0.387651565,86000,58.41176471,0.372093023,0.5,7,0.094717674,1676.71,926.31,728319,282334,0
3288,0,12.64,0.148746335,121000,52.60526316,0.289256198,1,14,0.11794314,3225.82,1504.8,334220,49714,0
3290,0,17.4,0.154017833,65000,68.96551724,0.156923077,0.5,3,0.057904615,1297.1,263.53,364724,56174,1
3295,0,22.52,0.145527763,50000,133.9333333,0.16,0.5,0,0.0643344,557.8,235.17,179787,26164,1
3297,0,31.93,0.946434158,82000,37.77358491,0.304878049,1,0,0.145173659,2471.84,2419.23,182187,172428,0
3300,0,7.47,0.1592631,206000,47.54761905,0.036407767,0.5,1,0.013157476,971.68,153.24,567024,90306,1
3302,0,33.07,0.450948728,95000,62.3125,0.105263158,0.5,7,0.044415158,890.44,507.15,240269,108349,0
3309,0,4.1,0.55212766,80000,250.875,0.15,1,2,0.06159,1098.34,534.67,18800,10380,1
3311,0,24.79,0.701476283,27500,117.9411765,0.236363636,0.5,1,0.088843636,648.14,163.38,33056,23188,0
3314,0,20.32,0.144541354,73000,66.73333333,0.062328767,1,2,0.023939178,444.56,135.57,276433,39956,0
3315,0,6.34,0.42281407,35000,91.22727273,0.285714286,1,0,0.103237714,773.99,123.44,19900,8414,1
3316,0,21.26,0.399344524,35000,154.6923077,0.077142857,0.5,2,0.033949714,290.07,202.18,62550,24979,0
3317,0,20.59,0.241809769,81000,52.76315789,0.185185185,1,3,0.056976296,310.3,443.5,258906,62606,0
3322,0,13.91,0.097585943,65000,55.69444444,0.076923077,1,9,0.032021538,567.77,291.12,350696,34223,0
3324,0,13.71,0.162021568,50000,182,0.3,0,0,0.083004,900.03,817.9,197233,31956,0
3328,0,6.77,1.212430805,144000,50.125,0.208333333,1,2,0.068835,564.63,1014.58,407182,493680,0
3330,0,14.82,0.121148235,60000,100,0.333333333,0.5,1,0.090238,1229.88,1012.05,143246,17354,1
3333,0,35.4,1.023774065,54000,57.34285714,0.240740741,1,1,0.106511111,819.88,603.99,128249,131298,0
3336,0,20.95,0.864726691,124500,53.97297297,0.128514056,0.5,3,0.051673253,1115.57,481.55,118730,102669,0
3337,0,12.76,0.153665076,240000,80.08,0.145833333,0.5,5,0.059463,4055.24,1838.21,605349,93021,1
3339,0,6.7,0.140483179,350000,74.07407407,0.114285714,0.5,0,0.042956914,5002.22,1244.62,561448,78874,1
3340,0,38.24,0.849514506,80000,40.95918367,0.1875,0.5,2,0.0588885,456.83,704.76,171166,145408,0
3342,0,22.78,0.346903489,70000,74.22222222,0.285714286,0,4,0.109731429,1459.73,528.75,82706,28691,0
3343,0,3.65,0.010329004,52000,125.375,0.076923077,0.5,7,0.034991538,415.23,338.15,246684,2548,0
3349,0,10.77,0.051469632,45000,167.0833333,0.355555556,0.5,5,0.139485333,1143.53,415.99,161435,8309,1
3350,0,26.71,0.333018095,240000,62.4375,0.023333333,1,7,0.0087695,277.4,70.9,861782,286989,0
3352,0,30.06,0.605716361,65000,77.19230769,0.230769231,1,2,0.086739692,1875.83,460.09,134946,81739,0
3354,0,19.08,0.269953351,120000,90.77272727,0.27,1,5,0.077148,735.38,753.44,282534,76271,1
3356,0,27.31,0.629568242,70000,58.94117647,0.05,0.5,8,0.018447429,265.6,54.62,147212,92680,0
3362,0,10.87,0.992559735,70000,77.11538462,0.214285714,1,0,0.079069714,2214.62,385.98,98518,97785,0
3364,0,13.55,0.531359469,55000,166.8333333,0.181818182,1,1,0.050306182,477.31,437.42,32829,17444,0
3366,0,29.39,0.44610236,74000,71.53571429,0.378378378,1,3,0.104688649,1336.41,1224.77,79484,35458,1
3367,0,9.34,0.073556829,118000,64.19354839,0.059322034,1,1,0.023275932,7000,121.33,408718,30064,1
3373,0,20.11,0.781740805,107000,64.48387097,0.280373832,0.5,1,0.096536075,533.31,1108.68,88821,69435,0
3381,0,6.71,0.026757925,110000,166.9166667,0.109090909,1,2,0.039417818,928.79,148.12,285635,7643,1
3385,0,31.88,0.275656519,60000,71.46428571,0.166666667,0.5,1,0.074726,1008.58,481.98,283008,78013,1
3389,0,28.59,0.682585646,50000,51.30769231,0.501,1,4,0.1431528,1151.46,1192.56,136755,93347,0
3391,0,3.21,0.072835821,40000,100.6,0.28,0.5,10,0.11157,788.08,320.17,13400,976,0
3393,0,30.75,0.565767486,60000,79.76,0.333333333,1,2,0.140648,878.64,492.26,62835,35550,1
3394,0,15.35,0.403296118,225000,34.51724138,0.093333333,1,4,0.023753067,545.79,333.38,615694,248307,1
3395,0,16.92,0.159129421,62400,222.5555556,0.16025641,1,2,0.069959615,10000,153.53,155207,24698,1
3396,0,11.44,0.579144773,100000,143.3571429,0.112,1,2,0.0472644,742.88,428.76,57856,33507,1
3397,0,13.22,0.695624336,100000,68.93103448,0.126,0.5,3,0.0473604,2196.26,364.14,82776,57581,0
3400,0,10.6,0.102118191,132000,105.1052632,0.121212121,1,0,0.030506364,1065.14,604.32,257956,26342,1
3401,0,16.3,0.112348358,91000,143.2142857,0.056318681,1,1,0.022443956,783.58,234.01,557151,62595,1
3403,0,18.7,0.304070094,100000,87,0.156,0,4,0.0640452,15600,285.46,232943,70831,0
3404,0,28.31,0.372774928,49000,111.3333333,0.265306122,1,0,0.104093878,1244.27,448.05,141737,52836,1
3408,0,4.56,0.080008336,185000,100.4,0.054054054,0,1,0.021208865,714.62,254.17,191930,15356,0
3414,0,11.41,0.198096839,425000,90.77272727,0.035058824,1,0,0.013561412,1814.8,578.48,428235,84832,1
3415,0,17.27,0.702560649,94000,40.51020408,0.095744681,1,7,0.036767234,879.44,267.88,83143,58413,0
3419,0,7.16,0.225987261,28000,133.0666667,0.178571429,1,1,0.069064286,240.62,78.92,15700,3548,0
3422,0,22.25,0.431274915,74000,117.7647059,0.216216216,0.5,0,0.081270811,2000.92,497.85,68483,29535,1
3423,0,21.28,0.683586957,165000,71.17857143,0.096969697,1,2,0.029834909,500.3,713.99,82800,56601,0
3424,0,22.11,0.221002798,42000,76.73076923,0.238095238,1,2,0.068031429,342.59,363.38,32529,7189,0
3425,0,10.62,0.08792585,40000,118,0.1875,0,1,0.076455,869.02,399.57,286662,25205,0
3427,0,4.54,0.043245093,100000,59,0.4,0,1,0.153624,4904.22,1475.8,260122,11249,0
3428,0,13.73,0.584702797,50000,91.13636364,0.2,0.5,10,0.0622992,413.7,614.05,45760,26756,0
3429,0,12.23,0.076002775,80000,60.24242424,0.1875,1,1,0.069177,1254.59,239.82,367605,27939,1
3435,0,9.13,0.434545455,33000,83.54166667,0.303030303,1,2,0.117218182,1217.99,388.24,13200,5736,1
3436,0,5.82,0.02372517,75000,47.76190476,0.16,1,10,0.058472,918.88,169.38,320082,7594,0
3437,0,7.85,0.257151515,75000,125.25,0.213333333,0.5,1,0.0577392,584.31,487.09,33000,8486,1
3438,0,20.13,0.142147951,65000,333.3333333,0.184615385,0.5,1,0.056800615,375.22,535.49,286040,40660,0
3442,0,24.31,0.424162572,160000,34.51724138,0.225,1,0,0.0830235,4577.89,889.81,1017789,431708,1
3445,0,28.72,0.140401037,75000,154.0769231,0.1,1,0,0.0402144,880.65,370.79,341016,47879,1
3447,0,44.72,0.916585791,50000,111.5,0.12,0.5,5,0.0478224,565.65,227.39,121586,111444,0
3451,0,35.8,0.512285464,100000,37.66037736,0.15,0,4,0.0597696,700.14,286.04,424404,217416,0
3452,0,26.88,0.490734077,30000,180.3636364,0.166666667,1,0,0.064012,613.05,184.48,44464,21820,1
3455,0,21.31,0.614342379,65000,133.5333333,0.461538462,1,0,0.173479385,3751.65,920.18,50926,31286,0
3465,0,28.06,0.228614849,47000,125.75,0.042553191,0.5,3,0.016695319,142.96,50.79,171743,39263,0
3470,0,8.55,0.225843816,50000,95.85714286,0.036,0.5,2,0.0141264,1800,0,43167,9749,0
3473,0,24.11,0.343113775,66500,111.3888889,0.37593985,0.5,1,0.135872481,25000,2001.77,202513,69485,1
3474,0,13.98,0.184236133,95000,47.76190476,0.421052632,1,5,0.158238316,2981.85,740.93,325783,60021,1
3479,0,10.32,0.136858622,70000,250.875,0.085714286,0.5,1,0.037217143,653.37,426.11,159325,21805,1
3481,0,11.99,0.143312086,110000,68.93103448,0.318181818,0,2,0.126800727,35000,1347.6,407900,58457,0
3483,0,20.25,0.20176949,110000,99.75,0.054545455,0.5,9,0.020316,756.61,172.09,323483,65269,0
3484,0,13.07,0.601590909,55000,167.4166667,0.203636364,1,0,0.081152727,1326.46,525.83,22000,13235,0
3485,0,21.48,0.361399946,127000,55.5,0.283464567,1,1,0.108867402,3517.15,1072.69,179264,64786,1
3486,0,13.16,0.182503468,99000,64.64516129,0.101010101,1,1,0.045947879,1038.06,809.63,209070,38156,1
3487,0,36.91,0.647200675,66000,58.91176471,0.606060606,0.5,2,0.221514545,7049.62,924.19,233467,151100,0
3488,0,7.58,0.479460916,98000,105.5789474,0.102040816,1,6,0.041035102,1174.21,483.86,37100,17788,1
3494,0,29.15,0.557617206,35000,100.25,0.142857143,1,2,0.059468571,625.31,292.76,51469,28700,1
3495,0,11.91,0.238928805,70000,133.7333333,0.285714286,1,5,0.120572571,2240.73,1240.37,160755,38409,1
3498,0,66.72,0.200940296,21320,182.3636364,0.562851782,1,1,0.157407129,421.79,407.81,312242,62742,0
3501,0,13.14,0.502973408,87500,54.02702703,0.274285714,1,1,0.124767086,1975.22,1635.22,50279,25289,1
3502,0,16.03,0.861391313,102000,83.58333333,0.294117647,1,1,0.115398824,3605.67,1226.05,252596,217584,0
3503,0,7.05,0.228465753,70000,56.97142857,0.142857143,1,2,0.035953714,530.47,303.21,73000,16678,1
3504,0,4.96,0.795214724,125000,132.4,0.1104,1,1,0.03298944,601.11,760.35,16300,12962,0
3506,0,22.34,0.881546868,40000,31.71428571,0.3,1,1,0.1107,1526,314.52,59475,52430,0
3510,0,24.99,0.264714447,75000,48.95121951,0.133333333,0.5,7,0.048184,1295.52,204.32,212920,56363,0
3515,0,9.88,0.389892132,82000,91.13636364,0.12195122,1,3,0.051456585,870.12,375.85,49783,19410,1
3516,0,8.19,0.199328626,75000,74.03703704,0.16,0.5,2,0.069472,772.31,506.21,233253,46494,1
3518,0,14.11,0.16092809,79000,142.2857143,0.040506329,1,8,0.018065316,339.1,251.99,307858,49543,0
3519,0,12.09,0.881139872,42000,133.2666667,0.238095238,1,1,0.095748571,1174.21,496.91,25652,22603,0
3522,0,1.87,0.023669688,70000,167.1666667,0.571428571,0.5,3,0.163275429,1370.35,1453.55,310228,7343,0
3526,0,22.61,0.910522937,37000,334.5,0.108108108,1,4,0.046942703,4000,163.15,40502,36878,0
3534,0,8.27,0.268362347,132000,44.31111111,0.075757576,1,8,0.02609,362.61,772.08,107135,28751,0
3535,0,29.71,0.688852493,62000,167.8333333,0.064516129,1,0,0.023581935,513.04,93.46,97690,67294,0
3536,0,33.47,0.710652231,62000,59,0.096774194,0.5,2,0.046076129,230.08,237.76,110559,78569,0
3538,0,21.22,0.456019976,32000,66.7,0.1125,1,1,0.0432075,441.39,129.99,47658,21733,0
3540,0,19.75,1.069065409,94000,77.11538462,0.025531915,0.5,0,0.011236596,204.64,144.9,189516,202605,0
3543,0,20.85,0.344200995,80000,117.8235294,0.225,1,1,0.0830115,1365.89,301.05,64718,22276,1
3544,0,6.24,0.150427807,25560,167.8333333,0.117370892,0.5,4,0.048859155,270.82,142.95,18700,2813,0
3546,0,25.06,0.215636172,50000,95.61904762,0.044,0.5,4,0.0165384,219.37,62.61,174544,37638,0
3547,0,9.44,0.28048341,175500,76.92307692,0.113960114,1,1,0.042050598,2543.28,516.74,274715,77053,1
3548,0,6.97,0.543137723,180000,497.5,0.138888889,0.5,0,0.050756667,1914.33,352.86,50304,27322,1
3549,0,28.98,0.541274616,60000,105.5789474,0.12,0.5,1,0.046418,698.65,225.74,67487,36529,1
3553,0,19.72,0.206280283,67000,37.69811321,0.095522388,1,5,0.036943881,621.1,196.93,349825,72162,1
3557,0,18.14,0.285122983,140000,62,0.285714286,0,1,0.103236,3095.92,476.04,327606,93408,0
3559,0,18.48,0.235257867,131004.7,182.3636364,0.03816657,1,5,0.015208309,351.83,142.93,803225,188965,0
3561,0,7.83,0.056152591,80000,71.57142857,0.03,1,3,0.0115215,418.88,38,245100,13763,0
3562,0,10,0.070668082,75000,125.5,0.08,0.5,1,0.032848,549.17,267.34,271254,19169,1
3563,0,13.13,0.125214113,90000,60.45454545,0.435555556,1,0,0.157377333,2018.2,330.9,331600,41521,1
3564,0,16.13,0.619501631,50000,117.7058824,0.4,0.5,4,0.1321632,569.79,1057.97,35556,22027,0
3568,0,19.42,0.458189209,130000,91.18181818,0.153846154,0.5,3,0.069982154,1646.04,1362.69,84129,38547,1
3569,0,11.23,0.42778837,50000,117.4117647,0.4,0.5,1,0.159384,933.5,381.39,33568,14360,1
3570,0,9.81,0.172787213,70000,69.13793103,0.214285714,1,0,0.082287429,1094.96,337.21,100100,17296,1
3574,0,33.45,0.489086919,95000,48.85365854,0.115789474,1,1,0.048857684,729.74,420.85,134884,65970,1
3577,0,9.63,0.184922472,137000,71.35714286,0.240875912,1,4,0.06131562,1729.1,1052.78,257005,47526,1
